index,project,body,methodName,relativePath,absolutePath,javaDoc,spanMethod,coverage,tokensPerMethod,tokensFirstLine,javaDocFirstSentence,perturbed_eval_1,pegasusPerturbed,pegagusPerturbedEntropy,pivotingPerturbed
834,cdk,"private static boolean skipLine(String line){
    return line.isEmpty() || line.charAt(0) == '*' || line.charAt(0) == '$';
}",skipLine,org/openscience/cdk/forcefield/mmff/MmffAtomTypeMatcher.java,/tool/forcefield/src/main/java/org/openscience/cdk/forcefield/mmff/MmffAtomTypeMatcher.java,"/**
     * A line is skipped if it is empty or is a comment. MMFF files use '*' to mark comments and '$'
     * for end of file.
     *
     * @param line an input line
     * @return whether to skip this line
     */",270-279,"('skipLine', {'INSTRUCTION': {'covered': 17, 'missed': 0}, 'BRANCH': {'covered': 4, 'missed': 2}, 'LINE': {'covered': 1, 'missed': 0}, 'COMPLEXITY': {'covered': 2, 'missed': 2}, 'METHOD': {'covered': 1, 'missed': 0}})",35.0,13.0,A line is skipped if it is empty or is a comment.,This method skips a line if it is empty,"If a line is empty or a comment, it is skipped.",0.291511969668511,A row is ignored if it is empty or if it is a comment.
835,jooby,"static String normalizePath(@Nullable String path){
    if (path == null || path.length() == 0 || path.equals(""/"")) {
        return ""/"";
    }
    int len = path.length();
    boolean modified = false;
    int p = 0;
    char[] buff = new char[len + 1];
    if (path.charAt(0) != '/') {
        buff[p++] = '/';
        modified = true;
    }
    for (int i = 0; i < path.length(); i++) {
        char ch = path.charAt(i);
        if (ch != '/') {
            buff[p++] = ch;
        } else if (i == 0 || path.charAt(i - 1) != '/') {
            buff[p++] = ch;
        } else {
            modified = true;
        }
    }
    return modified ? new String(buff, 0, p) : path;
}",normalizePath,io/jooby/Router.java,/jooby/src/main/java/io/jooby/Router.java,"/**
   * Normalize a path by removing consecutive <code>/</code>(slashes).
   *
   * @param path Path to process.
   * @return Safe path pattern.
   */",1065-1096,"('normalizePath', {'INSTRUCTION': {'covered': 84, 'missed': 0}, 'BRANCH': {'covered': 18, 'missed': 0}, 'LINE': {'covered': 17, 'missed': 0}, 'COMPLEXITY': {'covered': 10, 'missed': 0}, 'METHOD': {'covered': 1, 'missed': 0}})",190.0,17.0,Normalize a path by removing consecutive <code>/</code>(slashes).,This method clean path by removing consecutive slashes,Remove the code from a path.,0.360315043614332,Normalize a path by removing <code>consecutive /() forward slashes</code>.
836,twilio-java,"public static WorkflowRuleTarget fromJson(String json) throws IOException{
    ObjectMapper mapper = new ObjectMapper();
    return mapper.readValue(json, WorkflowRuleTarget.class);
}",fromJson,com/twilio/taskrouter/WorkflowRuleTarget.java,/src/main/java/com/twilio/taskrouter/WorkflowRuleTarget.java,"/**
     * Converts a JSON workflow configuration to a workflow configuration object.
     *
     * @param json JSON for workflow rule target
     * @return a workflow rule target object
     * @throws IOException if unable to create object
     */",147-157,"('fromJson', {'INSTRUCTION': {'covered': 10, 'missed': 0}, 'LINE': {'covered': 2, 'missed': 0}, 'COMPLEXITY': {'covered': 1, 'missed': 0}, 'METHOD': {'covered': 1, 'missed': 0}})",32.0,11.0,Converts a JSON workflow configuration to a workflow configuration object.,Parse a JSON workflow in the propoer workflow configuration object,A workflows configuration is converted to a object.,0.297076118714806,Converts a JSON workflow configuration to a workflow configuration object.
838,egeria,"public Optional<EntityDetail> findProcessEntity(String userId, String qualifiedName) throws UserNotAuthorizedException, PropertyServerException, InvalidParameterException{
    return dataEngineCommonHandler.findEntity(userId, qualifiedName, PROCESS_TYPE_NAME);
}",findProcessEntity,org/odpi/openmetadata/accessservices/dataengine/server/handlers/DataEngineProcessHandler.java,/open-metadata-implementation/access-services/data-engine/data-engine-server/src/main/java/org/odpi/openmetadata/accessservices/dataengine/server/handlers/DataEngineProcessHandler.java,"/**
     * Find out if the Process object is already stored in the repository. It uses the fully qualified name to retrieve the entity
     *
     * @param userId        the name of the calling user
     * @param qualifiedName the qualifiedName name of the process to be searched
     *
     * @return optional with entity details if found, empty optional if not found
     *
     * @throws InvalidParameterException  the bean properties are invalid
     * @throws UserNotAuthorizedException user not authorized to issue this request
     * @throws PropertyServerException    problem accessing the property server
     */",148-164,"('findProcessEntity', {'INSTRUCTION': {'covered': 7, 'missed': 0}, 'LINE': {'covered': 1, 'missed': 0}, 'COMPLEXITY': {'covered': 1, 'missed': 0}, 'METHOD': {'covered': 1, 'missed': 0}})",33.0,13.0,Find out if the Process object is already stored in the repository.,Check if the Process object is already stored in the repository.,"If the Process object is already in the repository, you should find it.",0.137592533755924,Check if the Process object is already stored in the repository.
839,cdk,"public HashGeneratorMaker encode(AtomEncoder encoder){
    if (encoder == null)
        throw new NullPointerException(""no encoder provided"");
    customEncoders.add(encoder);
    return this;
}",encode,org/openscience/cdk/hash/HashGeneratorMaker.java,/tool/hash/src/main/java/org/openscience/cdk/hash/HashGeneratorMaker.java,"/**
     * Add a custom encoder to the hash generator which will be built. Although
     * not enforced, the encoder should be stateless and should not modify any
     * passed inputs.
     *
     * @param encoder an atom encoder
     * @return fluent API reference (self)
     * @throws NullPointerException no encoder provided
     */",257-270,"('encode', {'INSTRUCTION': {'covered': 14, 'missed': 0}, 'BRANCH': {'covered': 2, 'missed': 0}, 'LINE': {'covered': 3, 'missed': 0}, 'COMPLEXITY': {'covered': 2, 'missed': 0}, 'METHOD': {'covered': 1, 'missed': 0}})",32.0,13.0,Add a custom encoder to the hash generator which will be built.,Add the custom passed encoder to the hash generator which will be built. ,The generator will be built with a custom encoder.,0.705514667978287,Add a custom encoder to the hash generator that will be built.
840,cdk,"private static String[] readSMARTSPattern(String filename) throws Exception{
    InputStream ins = StandardSubstructureSets.class.getClassLoader().getResourceAsStream(filename);
    BufferedReader reader = new BufferedReader(new InputStreamReader(ins));
    List<String> tmp = new ArrayList<String>();
    String line;
    while ((line = reader.readLine()) != null) {
        if (line.startsWith(""#"") || line.trim().length() == 0)
            continue;
        String[] toks = line.split("":"");
        StringBuffer s = new StringBuffer();
        for (int i = 1; i < toks.length - 1; i++) s.append(toks[i] + "":"");
        s.append(toks[toks.length - 1]);
        tmp.add(s.toString().trim());
    }
    return tmp.toArray(new String[] {});
}",readSMARTSPattern,org/openscience/cdk/fingerprint/StandardSubstructureSets.java,/descriptor/fingerprint/src/main/java/org/openscience/cdk/fingerprint/StandardSubstructureSets.java,"/**
     * Load a list of SMARTS patterns from the specified file.
     *
     * Each line in the file corresponds to a pattern with the following structure:
     * PATTERN_DESCRIPTION: SMARTS_PATTERN, <i>e.g., Thioketone: [#6][CX3](=[SX1])[#6]</i>
     *
     * Empty lines and lines starting with a ""#"" are skipped.
     *
     * @param filename list of the SMARTS pattern to be loaded
     * @return list of strings containing the loaded SMARTS pattern
     * @throws Exception if there is an error parsing SMILES patterns
     */",46-74,"('readSMARTSPattern', {'INSTRUCTION': {'covered': 84, 'missed': 0}, 'BRANCH': {'covered': 8, 'missed': 0}, 'LINE': {'covered': 13, 'missed': 0}, 'COMPLEXITY': {'covered': 5, 'missed': 0}, 'METHOD': {'covered': 1, 'missed': 0}})",191.0,11.0,Load a list of SMARTS patterns from the specified file.,Get a list of smart patterns from the specified file,A list of SMARTS patterns can be loaded.,0.309366533746837,Load a list of SMARTS templates from the specified file.
841,matsim-libs,"public T selectPlan(final HasPlansAndId<T, I> person){
    // this used to use person.getRandomPlan(), but I inlined the function here in order to get rid of the function of the data class.
    // kai, nov'13
    if (person.getPlans().size() == 0) {
        return null;
    }
    int index = (int) (MatsimRandom.getRandom().nextDouble() * person.getPlans().size());
    // yyyy As far as I can tell, this produces race conditions when running multi-threaded.  I.e. when running the same
    // setup twice, this function may return different results per thread or per person.  kai, jun'14
    return person.getPlans().get(index);
}",selectPlan,org/matsim/core/replanning/selectors/RandomPlanSelector.java,/matsim/src/main/java/org/matsim/core/replanning/selectors/RandomPlanSelector.java,"/**
         * Choose a random plan from the person and return it.
         * @return The newly selected plan for this person; <code>null</code> if the person has no plans.
         */",35-52,"('selectPlan', {'INSTRUCTION': {'covered': 21, 'missed': 0}, 'BRANCH': {'covered': 2, 'missed': 0}, 'LINE': {'covered': 4, 'missed': 0}, 'COMPLEXITY': {'covered': 2, 'missed': 0}, 'METHOD': {'covered': 1, 'missed': 0}})",74.0,11.0,Choose a random plan from the person and return it.,Select a random plan from the person and return it,Pick a random plan from the person and return it.,0.181932803787602,Choose a random plan of the person and flip it over.
842,acs-aem-commons,"public void doPost(SlingHttpServletRequest request, SlingHttpServletResponse response) throws IOException, ServletException{
    response.setContentType(""application/json"");
    response.setCharacterEncoding(""UTF-8"");
    final ValueMap properties = request.getResource().adaptTo(ModifiableValueMap.class);
    final Parameters parameters = new Parameters(request);
    properties.put(GROUP_FILTER, parameters.getGroupFilter());
    properties.put(GROUPS, parameters.getGroups());
    properties.put(CUSTOM_PROPERTIES, parameters.getCustomProperties());
    request.getResourceResolver().commit();
}",doPost,com/adobe/acs/commons/exporters/impl/users/UsersSaveServlet.java,/bundle/src/main/java/com/adobe/acs/commons/exporters/impl/users/UsersSaveServlet.java,"/**
     * Persists the Users to CSV form data to the underlying jcr:content node.
     * @param request the Sling HTTP Request object
     * @param response the Sling HTTP Response object
     * @throws IOException
     * @throws ServletException
     */",45-64,"('doPost', {'INSTRUCTION': {'covered': 39, 'missed': 0}, 'LINE': {'covered': 9, 'missed': 0}, 'COMPLEXITY': {'covered': 1, 'missed': 0}, 'METHOD': {'covered': 1, 'missed': 0}})",106.0,15.0,Persists the Users to CSV form data to the underlying jcr:content node.,Add the Users to CSV form data to the underlying jcr,Users form data to the jcr:content.,1.33924433312161,Keeps users' CSV form data in the underlying jcr:content node.
843,openapi-generator,"public String toEnumValue(String value, String datatype){
    if (""number"".equalsIgnoreCase(datatype) || ""boolean"".equalsIgnoreCase(datatype)) {
        return value;
    } else {
        return ""\"""" + escapeText(value) + ""\"""";
    }
}",toEnumValue,org/openapitools/codegen/DefaultCodegen.java,/modules/openapi-generator/src/main/java/org/openapitools/codegen/DefaultCodegen.java,"/**
     * Return the enum value in the language specified format
     * e.g. status becomes ""status""
     *
     * @param value    enum variable name
     * @param datatype data type
     * @return the sanitized value for enum
     */",754-768,"('toEnumValue', {'INSTRUCTION': {'covered': 21, 'missed': 2}, 'BRANCH': {'covered': 2, 'missed': 2}, 'LINE': {'covered': 2, 'missed': 1}, 'COMPLEXITY': {'covered': 1, 'missed': 2}, 'METHOD': {'covered': 1, 'missed': 0}})",46.0,11.0,Return the enum value in the language specified format  e.,Get the enum value in the language specified format,Return the value in the language specified.,0.145657789897354,Return the enum value in the specified language in e format.
844,jackson-databind,"protected SequenceWriter _newSequenceWriter(boolean wrapInArray, JsonGenerator gen, boolean managedInput) throws IOException{
    return new SequenceWriter(_serializerProvider(), _configureGenerator(gen), managedInput, _prefetch).init(wrapInArray);
}",_newSequenceWriter,com/fasterxml/jackson/databind/ObjectWriter.java,/src/main/java/com/fasterxml/jackson/databind/ObjectWriter.java,"/**
     * Overridable factory method called by {@link #writeValues(OutputStream)}
     * method (and its various overrides), and initializes it as necessary.
     * 
     * @since 2.5
     */",248-262,"('_newSequenceWriter', {'INSTRUCTION': {'covered': 14, 'missed': 0}, 'LINE': {'covered': 3, 'missed': 0}, 'COMPLEXITY': {'covered': 1, 'missed': 0}, 'METHOD': {'covered': 1, 'missed': 0}})",40.0,28.0,"Overridable factory method called by {@link #writeValues(OutputStream)}  method (and its various overrides), and initializes it as necessary.",Create a default overridable sequence writer,The factory method called by @link #writeValues(OutputStream) method is over-simplified and has various overrides.,1.06452764766966,A substitutable factory method called by the {@link #writeValues(OutputStream)} method (and its various substitutions) and initializes if necessary.
